ImageNumber,AreaShape_Center_X,Number_Object_Number
685,1167,4
685,869,5
685,831,6
685,902,7
685,1103,8
685,424,9
685,395,10
685,919,11
685,1087,12
685,505,13
685,513,14
685,291,15
685,1026,16
685,221,17
685,278,18
685,310,19
685,548,20
685,190,21
685,948,22
685,144,23
685,94,24
686,1113,1
686,650,2
686,763,3
686,1167,4
686,639,5
686,832,6
686,868,7
686,901,8
686,1103,9
686,427,10
686,914,11
686,1094,12
686,395,13
686,330,14
686,504,15
686,513,16
686,222,17
686,548,18
686,1025,19
686,278,20
686,296,21
686,189,22
686,948,23
686,145,24
686,93,25
687,1113,1
687,649,2
687,763,3
687,831,4
687,1167,5
687,868,6
687,423,7
687,902,8
687,1102,9
687,396,10
687,432,11
687,505,12
687,512,13
687,223,14
687,548,15
687,1026,16
687,281,17
687,294,18
687,189,19
687,947,20
687,145,21
687,97,22
688,1113,1
688,649,2
688,762,3
688,1167,4
688,832,5
688,868,6
688,1103,7
688,423,8
688,900,9
688,1095,10
688,395,11
688,434,12
688,505,13
688,513,14
688,330,15
688,549,16
688,1026,17
688,222,18
688,277,19
688,290,20
688,189,21
688,948,22
688,145,23
688,99,24
689,1114,1
689,648,2
689,763,3
689,1167,4
689,869,5
689,831,6
689,1103,7
689,423,8
689,901,9
689,1094,10
689,395,11
689,435,12
689,505,13
689,513,14
689,331,15
689,549,16
689,1026,17
689,222,18
689,279,19
689,289,20
689,189,21
689,948,22
689,145,23
689,104,24
690,810,1
690,1114,2
690,649,3
690,763,4
690,1166,5
690,867,6
690,831,7
690,423,8
690,901,9
690,1096,10
690,395,11
690,435,12
690,504,13
690,513,14
690,331,15
690,549,16
690,1026,17
690,222,18
690,279,19
690,189,20
690,946,21
690,145,22
690,104,23
691,1141,1
691,795,2
691,1114,3
691,649,4
691,1148,5
691,763,6
691,1166,7
691,868,8
691,831,9
691,1104,10
691,902,11
691,423,12
691,1096,13
691,395,14
691,435,15
691,331,16
691,504,17
691,513,18
691,222,19
691,549,20
691,1026,21
691,280,22
691,189,23
691,947,24
691,145,25
691,99,26
692,1127,1
692,779,2
692,1114,3
692,649,4
692,762,5
692,1169,6
692,868,7
692,831,8
692,423,9
692,901,10
692,1100,11
692,395,12
692,434,13
692,504,14
692,513,15
692,331,16
692,549,17
692,1026,18
692,223,19
692,281,20
692,189,21
692,949,22
692,146,23
692,99,24
693,649,1
693,1113,2
693,1169,3
693,762,4
693,867,5
693,423,6
693,832,7
693,901,8
693,1101,9
693,396,10
693,435,11
693,331,12
693,504,13
693,513,14
693,549,15
693,1026,16
693,223,17
693,279,18
693,189,19
693,145,20
693,947,21
693,96,22
694,648,1
694,763,2
694,1168,3
694,868,4
694,832,5
694,898,6
694,1101,7
694,423,8
694,750,9
694,395,10
694,435,11
694,331,12
694,504,13
694,514,14
694,1026,15
694,223,16
694,549,17
694,281,18
694,189,19
694,948,20
694,146,21
694,94,22
695,1113,1
695,650,2
695,762,3
695,1169,4
695,868,5
695,895,6
695,423,7
695,832,8
695,1102,9
695,733,10
695,395,11
695,435,12
695,1087,13
695,331,14
695,505,15
695,514,16
695,549,17
695,1026,18
695,224,19
695,287,20
695,189,21
695,951,22
695,146,23
695,95,24
696,1113,1
696,649,2
696,762,3
696,1168,4
696,1176,5
696,867,6
696,892,7
696,832,8
696,1101,9
696,423,10
696,719,11
696,395,12
696,436,13
696,1076,14
696,504,15
696,514,16
696,549,17
696,1027,18
696,224,19
696,285,20
696,188,21
696,953,22
696,947,23
696,145,24
696,96,25
697,812,1
697,1113,2
697,648,3
697,882,4
697,1168,5
697,1189,6
697,762,7
697,869,8
697,901,9
697,423,10
697,832,11
697,719,12
697,1102,13
697,704,14
697,395,15
697,436,16
697,1057,17
697,504,18
697,514,19
697,223,20
697,331,21
697,548,22
697,1026,23
697,282,24
697,188,25
697,949,26
697,146,27
697,91,28
698,1113,1
698,648,2
698,1192,3
698,763,4
698,1167,5
698,869,6
698,901,7
698,423,8
698,1098,9
698,720,10
698,833,11
698,689,12
698,396,13
698,437,14
698,1040,15
698,504,16
698,331,17
698,514,18
698,1026,19
698,222,20
698,549,21
698,285,22
698,188,23
698,948,24
698,145,25
698,82,26
699,1112,1
699,1196,2
699,649,3
699,1167,4
699,762,5
699,861,6
699,902,7
699,1103,8
699,422,9
699,678,10
699,833,11
699,1092,12
699,396,13
699,438,14
699,504,15
699,515,16
699,222,17
699,331,18
699,1026,19
699,290,20
699,549,21
699,278,22
699,188,23
699,951,24
699,145,25
699,81,26
700,1113,1
700,1203,2
700,649,3
700,667,4
700,763,5
700,852,6
700,1168,7
700,868,8
700,902,9
700,423,10
700,833,11
700,1102,12
700,719,13
700,397,14
700,1090,15
700,438,16
700,331,17
700,504,18
700,514,19
700,221,20
700,1026,21
700,290,22
700,548,23
700,277,24
700,188,25
700,949,26
700,146,27
700,82,28
701,1113,1
701,1210,2
701,650,3
701,762,4
701,1168,5
701,848,6
701,868,7
701,902,8
701,1102,9
701,423,10
701,833,11
701,719,12
701,1093,13
701,397,14
701,438,15
701,514,16
701,221,17
701,331,18
701,494,19
701,548,20
701,1027,21
701,275,22
701,290,23
701,188,24
701,948,25
701,1004,26
701,145,27
701,80,28
702,649,1
702,1113,2
702,1217,3
702,1168,4
702,760,5
702,846,6
702,637,7
702,868,8
702,902,9
702,1103,10
702,416,11
702,423,12
702,833,13
702,719,14
702,1094,15
702,395,16
702,438,17
702,515,18
702,331,19
702,489,20
702,549,21
702,1026,22
702,222,23
702,266,24
702,278,25
702,289,26
702,188,27
702,948,28
702,146,29
702,992,30
702,76,31
703,1113,1
703,649,2
703,763,3
703,1168,4
703,1221,5
703,868,6
703,902,7
703,1100,8
703,421,9
703,719,10
703,834,11
703,625,12
703,395,13
703,437,14
703,515,15
703,221,16
703,262,17
703,331,18
703,1026,19
703,278,20
703,290,21
703,488,22
703,549,23
703,188,24
703,948,25
703,146,26
703,985,27
703,77,28
704,812,1
704,1113,2
704,648,3
704,762,4
704,1167,5
704,868,6
704,900,7
704,1103,8
704,422,9
704,834,10
704,720,11
704,395,12
704,1093,13
704,438,14
704,614,15
704,514,16
704,221,17
704,263,18
704,330,19
704,489,20
704,1026,21
704,278,22
704,291,23
704,549,24
704,187,25
704,949,26
704,146,27
704,982,28
704,77,29
705,1113,1
705,649,2
705,762,3
705,1167,4
705,868,5
705,901,6
705,422,7
705,719,8
705,833,9
705,1101,10
705,396,11
705,599,12
705,438,13
705,514,14
705,266,15
705,331,16
705,1026,17
705,223,18
705,278,19
705,290,20
705,489,21
705,549,22
705,187,23
705,949,24
705,146,25
705,978,26
705,79,27
706,648,1
706,1112,2
706,763,3
706,1168,4
706,868,5
706,901,6
706,833,7
706,1100,8
706,422,9
706,719,10
706,395,11
706,438,12
706,592,13
706,515,14
706,264,15
706,489,16
706,549,17
706,1026,18
706,222,19
706,278,20
706,290,21
706,188,22
706,951,23
706,146,24
706,969,25
706,79,26
707,1113,1
707,649,2
707,1168,3
707,759,4
707,867,5
707,833,6
707,901,7
707,1102,8
707,421,9
707,396,10
707,1093,11
707,439,12
707,583,13
707,514,14
707,221,15
707,549,16
707,1027,17
707,265,18
707,277,19
707,289,20
707,489,21
707,187,22
707,948,23
707,146,24
707,77,25
708,1113,1
708,648,2
708,1168,3
708,758,4
708,868,5
708,901,6
708,1102,7
708,833,8
708,421,9
708,395,10
708,1095,11
708,442,12
708,515,13
708,575,14
708,221,15
708,489,16
708,1026,17
708,262,18
708,277,19
708,290,20
708,549,21
708,187,22
708,946,23
708,146,24
708,77,25
709,1113,1
709,820,2
709,649,3
709,1168,4
709,868,5
709,758,6
709,421,7
709,834,8
709,902,9
709,1101,10
709,396,11
709,438,12
709,445,13
709,927,14
709,514,15
709,577,16
709,331,17
709,488,18
709,1026,19
709,221,20
709,262,21
709,277,22
709,290,23
709,549,24
709,187,25
709,946,26
709,147,27
709,76,28
710,1113,1
710,815,2
710,821,3
710,649,4
710,1167,5
710,757,6
710,868,7
710,902,8
710,834,9
710,1100,10
710,421,11
710,395,12
710,926,13
710,452,14
710,514,15
710,574,16
710,221,17
710,257,18
710,330,19
710,489,20
710,550,21
710,1027,22
710,278,23
710,290,24
710,187,25
710,949,26
710,147,27
710,75,28
711,1114,1
711,650,2
711,815,3
711,821,4
711,1168,5
711,868,6
711,900,7
711,757,8
711,835,9
711,1101,10
711,423,11
711,1095,12
711,395,13
711,454,14
711,514,15
711,576,16
711,221,17
711,258,18
711,1026,19
711,277,20
711,291,21
711,488,22
711,550,23
711,187,24
711,948,25
711,147,26
711,76,27
712,1113,1
712,648,2
712,815,3
712,821,4
712,887,5
712,1168,6
712,868,7
712,719,8
712,755,9
712,834,10
712,902,11
712,1096,12
712,423,13
712,396,14
712,454,15
712,514,16
712,574,17
712,257,18
712,1027,19
712,222,20
712,291,21
712,488,22
712,549,23
712,187,24
712,948,25
712,146,26
712,77,27
713,809,1
713,1113,2
713,648,3
713,1168,4
713,758,5
713,867,6
713,835,7
713,902,8
713,424,9
713,1095,10
713,395,11
713,454,12
713,330,13
713,515,14
713,575,15
713,221,16
713,257,17
713,1026,18
713,278,19
713,290,20
713,487,21
713,550,22
713,187,23
713,946,24
713,146,25
713,76,26
714,649,1
714,800,2
714,1112,3
714,1167,4
714,865,5
714,1102,6
714,718,7
714,756,8
714,835,9
714,902,10
714,424,11
714,1092,12
714,395,13
714,455,14
714,514,15
714,569,16
714,257,17
714,330,18
714,1026,19
714,222,20
714,277,21
714,290,22
714,488,23
714,549,24
714,187,25
714,945,26
714,147,27
714,76,28
715,811,1
715,649,2
715,800,3
715,1112,4
715,1167,5
715,754,6
715,868,7
715,1102,8
715,834,9
715,901,10
715,424,11
715,396,12
715,1092,13
715,458,14
715,515,15
715,221,16
715,257,17
715,330,18
715,488,19
715,1026,20
715,277,21
715,290,22
715,550,23
715,187,24
715,951,25
715,146,26
715,77,27
716,1112,1
716,649,2
716,800,3
716,1167,4
716,758,5
716,868,6
716,423,7
716,718,8
716,835,9
716,901,10
716,1096,11
716,395,12
716,434,13
716,458,14
716,331,15
716,514,16
716,257,17
716,488,18
716,1027,19
716,222,20
716,277,21
716,290,22
716,550,23
716,187,24
716,944,25
716,146,26
716,75,27
717,800,1
717,1112,2
717,649,3
717,1167,4
717,759,5
717,869,6
717,901,7
717,1102,8
717,423,9
717,834,10
717,718,11
717,1095,12
717,395,13
717,438,14
717,459,15
717,514,16
717,221,17
717,257,18
717,330,19
717,487,20
717,1026,21
717,277,22
717,290,23
717,549,24
717,187,25
717,946,26
717,147,27
717,70,28
718,649,1
718,799,2
718,1112,3
718,1167,4
718,755,5
718,868,6
718,902,7
718,834,8
718,423,9
718,1095,10
718,396,11
718,438,12
718,461,13
718,331,14
718,515,15
718,220,16
718,256,17
718,1026,18
718,277,19
718,290,20
718,486,21
718,551,22
718,187,23
718,944,24
718,146,25
718,68,26
719,648,1
719,799,2
719,1112,3
719,1167,4
719,868,5
719,902,6
719,423,7
719,718,8
719,755,9
719,834,10
719,1097,11
719,394,12
719,465,13
719,515,14
719,220,15
719,252,16
719,1026,17
719,277,18
719,290,19
719,487,20
719,550,21
719,187,22
719,947,23
719,147,24
719,71,25
720,802,1
720,1113,2
720,649,3
720,1167,4
720,834,5
720,868,6
720,902,7
720,1102,8
720,423,9
720,719,10
720,755,11
720,396,12
720,1092,13
720,465,14
720,514,15
720,220,16
720,330,17
720,1026,18
720,237,19
720,290,20
720,487,21
720,553,22
720,187,23
720,948,24
720,147,25
720,69,26
721,649,1
721,796,2
721,1113,3
721,834,4
721,1167,5
721,757,6
721,868,7
721,901,8
721,423,9
721,1101,10
721,395,11
721,1091,12
721,469,13
721,514,14
721,331,15
721,1026,16
721,221,17
721,278,18
721,291,19
721,488,20
721,550,21
721,949,22
721,186,23
721,147,24
721,67,25
722,799,1
722,1113,2
722,648,3
722,1168,4
722,901,5
722,834,6
722,868,7
722,1102,8
722,423,9
722,755,10
722,1094,11
722,396,12
722,474,13
722,514,14
722,221,15
722,551,16
722,1027,17
722,278,18
722,290,19
722,486,20
722,187,21
722,944,22
722,146,23
722,69,24
723,797,1
723,1112,2
723,648,3
723,901,4
723,1167,5
723,835,6
723,868,7
723,423,8
723,755,9
723,1102,10
723,1095,11
723,396,12
723,468,13
723,330,14
723,514,15
723,477,16
723,550,17
723,1026,18
723,220,19
723,278,20
723,290,21
723,484,22
723,201,23
723,187,24
723,944,25
723,147,26
723,69,27
724,648,1
724,793,2
724,1112,3
724,1167,4
724,902,5
724,834,6
724,868,7
724,423,8
724,755,9
724,719,10
724,1095,11
724,395,12
724,514,13
724,549,14
724,1027,15
724,221,16
724,278,17
724,290,18
724,479,19
724,199,20
724,187,21
724,951,22
724,146,23
724,66,24
725,775,1
725,648,2
725,793,3
725,1113,4
725,768,5
725,1167,6
725,756,7
725,867,8
725,902,9
725,423,10
725,835,11
725,1097,12
725,395,13
725,514,14
725,551,15
725,1027,16
725,221,17
725,290,18
725,483,19
725,198,20
725,279,21
725,186,22
725,947,23
725,145,24
725,66,25
726,787,1
726,649,2
726,1168,3
726,867,4
726,902,5
726,1103,6
726,756,7
726,835,8
726,423,9
726,719,10
726,396,11
726,331,12
726,514,13
726,1026,14
726,221,15
726,278,16
726,291,17
726,488,18
726,550,19
726,199,20
726,187,21
726,949,22
726,145,23
726,70,24
727,785,1
727,648,2
727,1111,3
727,761,4
727,1168,5
727,868,6
727,834,7
727,901,8
727,423,9
727,740,10
727,395,11
727,513,12
727,331,13
727,490,14
727,550,15
727,1026,16
727,221,17
727,277,18
727,290,19
727,199,20
727,187,21
727,946,22
727,145,23
727,72,24
728,782,1
728,648,2
728,1168,3
728,761,4
728,856,5
728,869,6
728,1103,7
728,423,8
728,833,9
728,902,10
728,734,11
728,742,12
728,396,13
728,502,14
728,513,15
728,331,16
728,553,17
728,1027,18
728,221,19
728,278,20
728,290,21
728,488,22
728,201,23
728,187,24
728,947,25
728,144,26
728,69,27
729,782,1
729,648,2
729,1167,3
729,760,4
729,1104,5
729,423,6
729,833,7
729,863,8
729,902,9
729,719,10
729,733,11
729,397,12
729,508,13
729,549,14
729,1026,15
729,221,16
729,278,17
729,290,18
729,487,19
729,201,20
729,187,21
729,947,22
729,144,23
729,66,24
730,648,1
730,785,2
730,1113,3
730,1168,4
730,760,5
730,834,6
730,423,7
730,863,8
730,902,9
730,1101,10
730,719,11
730,734,12
730,397,13
730,509,14
730,552,15
730,1026,16
730,221,17
730,279,18
730,289,19
730,488,20
730,201,21
730,186,22
730,947,23
730,145,24
730,68,25
731,649,1
731,784,2
731,1168,3
731,761,4
731,1104,5
731,423,6
731,833,7
731,869,8
731,902,9
731,733,10
731,712,11
731,397,12
731,331,13
731,510,14
731,1027,15
731,222,16
731,279,17
731,288,18
731,485,19
731,550,20
731,200,21
731,187,22
731,947,23
731,144,24
731,64,25
732,649,1
732,786,2
732,763,3
732,1168,4
732,832,5
732,870,6
732,901,7
732,1102,8
732,423,9
732,719,10
732,734,11
732,397,12
732,697,13
732,330,14
732,512,15
732,551,16
732,1027,17
732,221,18
732,279,19
732,289,20
732,487,21
732,199,22
732,187,23
732,948,24
732,60,25
732,145,26
733,784,1
733,1112,2
733,648,3
733,763,4
733,887,5
733,1168,6
733,868,7
733,423,8
733,834,9
733,901,10
733,681,11
733,719,12
733,734,13
733,1094,14
733,397,15
733,329,16
733,514,17
733,1027,18
733,222,19
733,279,20
733,290,21
733,487,22
733,550,23
733,194,24
733,187,25
733,947,26
733,145,27
733,64,28
734,649,1
734,666,2
734,787,3
734,1111,4
734,763,5
734,1168,6
734,868,7
734,423,8
734,834,9
734,900,10
734,1101,11
734,731,12
734,397,13
734,1090,14
734,221,15
734,330,16
734,1026,17
734,279,18
734,291,19
734,487,20
734,516,21
734,550,22
734,196,23
734,187,24
734,947,25
734,144,26
734,65,27
735,786,1
735,1111,2
735,650,3
735,762,4
735,1167,5
735,867,6
735,1102,7
735,423,8
735,833,9
735,905,10
735,725,11
735,397,12
735,1090,13
735,330,14
735,550,15
735,1027,16
735,221,17
735,279,18
735,289,19
735,488,20
735,516,21
735,197,22
735,187,23
735,948,24
735,144,25
735,64,26
736,785,1
736,1111,2
736,1154,3
736,647,4
736,763,5
736,1168,6
736,640,7
736,869,8
736,1102,9
736,1222,10
736,423,11
736,834,12
736,902,13
736,724,14
736,397,15
736,921,16
736,1085,17
736,332,18
736,488,19
736,516,20
736,525,21
736,1026,22
736,222,23
736,279,24
736,288,25
736,549,26
736,197,27
736,187,28
736,948,29
736,144,30
736,64,31
737,786,1
737,1111,2
737,648,3
737,764,4
737,1167,5
737,833,6
737,867,7
737,902,8
737,1222,9
737,423,10
737,631,11
737,1102,12
737,714,13
737,397,14
737,1083,15
737,925,16
737,514,17
737,331,18
737,488,19
737,528,20
737,1027,21
737,221,22
737,279,23
737,551,24
737,199,25
737,291,26
737,186,27
737,947,28
737,144,29
737,61,30
738,649,1
738,783,2
738,811,3
738,763,4
738,1111,5
738,1167,6
738,833,7
738,868,8
738,1222,9
738,423,10
738,632,11
738,902,12
738,1101,13
738,397,14
738,694,15
738,1079,16
738,928,17
738,512,18
738,487,19
738,534,20
738,1027,21
738,221,22
738,549,23
738,198,24
738,280,25
738,186,26
738,51,27
738,950,28
738,57,29
738,143,30
739,812,1
739,788,2
739,649,3
739,762,4
739,1111,5
739,1167,6
739,834,7
739,868,8
739,902,9
739,1102,10
739,423,11
739,632,12
739,1227,13
739,688,14
739,397,15
739,1088,16
739,930,17
739,330,18
739,512,19
739,535,20
739,1026,21
739,221,22
739,287,23
739,484,24
739,551,25
739,199,26
739,278,27
739,935,28
739,187,29
739,52,30
739,947,31
739,145,32
740,648,1
740,781,2
740,763,3
740,1110,4
740,1167,5
740,636,6
740,868,7
740,1101,8
740,1226,9
740,423,10
740,835,11
740,901,12
740,689,13
740,1091,14
740,397,15
740,512,16
740,536,17
740,550,18
740,1027,19
740,221,20
740,279,21
740,289,22
740,484,23
740,198,24
740,186,25
740,51,26
740,944,27
740,144,28
741,782,1
741,648,2
741,764,3
741,1111,4
741,1167,5
741,637,6
741,834,7
741,868,8
741,680,9
741,902,10
741,1099,11
741,423,12
741,396,13
741,485,14
741,512,15
741,536,16
741,1026,17
741,221,18
741,279,19
741,290,20
741,553,21
741,198,22
741,186,23
741,51,24
741,949,25
741,144,26
742,649,1
742,786,2
742,1109,3
742,673,4
742,762,5
742,1167,6
742,638,7
742,868,8
742,834,9
742,902,10
742,1100,11
742,423,12
742,397,13
742,512,14
742,330,15
742,486,16
742,538,17
742,1027,18
742,221,19
742,286,20
742,198,21
742,553,22
742,187,23
742,50,24
742,948,25
742,144,26
742,961,27
743,661,1
743,769,2
743,776,3
743,787,4
743,648,5
743,761,6
743,1102,7
743,1167,8
743,868,9
743,902,10
743,423,11
743,834,12
743,397,13
743,512,14
743,331,15
743,1027,16
743,221,17
743,287,18
743,486,19
743,544,20
743,196,21
743,187,22
743,50,23
743,947,24
743,144,25
743,976,26
744,787,1
744,653,2
744,761,3
744,1110,4
744,640,5
744,858,6
744,1168,7
744,868,8
744,1228,9
744,833,10
744,902,11
744,1102,12
744,423,13
744,396,14
744,331,15
744,512,16
744,1027,17
744,221,18
744,286,19
744,486,20
744,548,21
744,194,22
744,47,23
744,186,24
744,949,25
744,145,26
744,979,27
745,1118,1
745,783,2
745,649,3
745,1110,4
745,1167,5
745,762,6
745,637,7
745,868,8
745,1103,9
745,1222,10
745,834,11
745,902,12
745,423,13
745,396,14
745,331,15
745,512,16
745,550,17
745,1027,18
745,220,19
745,287,20
745,485,21
745,45,22
745,182,23
745,949,24
745,144,25
745,979,26
746,1131,1
746,785,2
746,1112,3
746,647,4
746,763,5
746,1167,6
746,638,7
746,868,8
746,901,9
746,1102,10
746,1224,11
746,834,12
746,422,13
746,753,14
746,397,15
746,484,16
746,512,17
746,537,18
746,1027,19
746,220,20
746,279,21
746,288,22
746,549,23
746,45,24
746,183,25
746,948,26
746,144,27
746,981,28
747,1142,1
747,649,2
747,787,3
747,1110,4
747,1168,5
747,761,6
747,869,7
747,632,8
747,834,9
747,901,10
747,1102,11
747,422,12
747,396,13
747,512,14
747,331,15
747,559,16
747,221,17
747,278,18
747,290,19
747,485,20
747,539,21
747,549,22
747,1025,23
747,44,24
747,186,25
747,948,26
747,145,27
747,990,28
748,785,1
748,648,2
748,761,3
748,887,4
748,1110,5
748,1152,6
748,1167,7
748,860,8
748,868,9
748,1102,10
748,630,11
748,834,12
748,901,13
748,423,14
748,397,15
748,513,16
748,564,17
748,476,18
748,1027,19
748,220,20
748,279,21
748,289,22
748,541,23
748,549,24
748,44,25
748,184,26
748,947,27
748,144,28
748,998,29
749,785,1
749,648,2
749,1110,3
749,1153,4
749,761,5
749,1168,6
749,868,7
749,1103,8
749,834,9
749,900,10
749,423,11
749,720,12
749,627,13
749,396,14
749,613,15
749,511,16
749,566,17
749,210,18
749,330,19
749,478,20
749,1027,21
749,220,22
749,279,23
749,289,24
749,543,25
749,45,26
749,186,27
749,947,28
749,1004,29
749,144,30
750,648,1
750,787,2
750,1153,3
750,761,4
750,1110,5
750,1166,6
750,868,7
750,1103,8
750,423,9
750,834,10
750,902,11
750,720,12
750,627,13
750,396,14
750,611,15
750,513,16
750,567,17
750,209,18
750,331,19
750,478,20
750,1026,21
750,220,22
750,279,23
750,289,24
750,548,25
750,42,26
750,1012,27
750,186,28
750,948,29
750,144,30
751,786,1
751,647,2
751,1110,3
751,761,4
751,1167,5
751,868,6
751,1103,7
751,834,8
751,901,9
751,423,10
751,628,11
751,719,12
751,396,13
751,597,14
751,512,15
751,575,16
751,478,17
751,1026,18
751,208,19
751,220,20
751,279,21
751,289,22
751,549,23
751,44,24
751,185,25
751,1016,26
751,949,27
751,143,28
752,784,1
752,1112,2
752,764,3
752,1168,4
752,1180,5
752,642,6
752,834,7
752,868,8
752,902,9
752,1102,10
752,422,11
752,397,12
752,622,13
752,927,14
752,575,15
752,581,16
752,330,17
752,479,18
752,513,19
752,220,20
752,548,21
752,1025,22
752,287,23
752,41,24
752,186,25
752,947,26
752,143,27
753,810,1
753,787,2
753,1112,3
753,764,4
753,1184,5
753,1167,6
753,638,7
753,868,8
753,1102,9
753,833,10
753,901,11
753,1228,12
753,423,13
753,695,14
753,396,15
753,621,16
753,929,17
753,566,18
753,574,19
753,330,20
753,479,21
753,512,22
753,1027,23
753,221,24
753,287,25
753,549,26
753,41,27
753,186,28
753,948,29
753,143,30
754,784,1
754,1112,2
754,763,3
754,1167,4
754,1186,5
754,640,6
754,833,7
754,868,8
754,901,9
754,1102,10
754,423,11
754,396,12
754,618,13
754,512,14
754,564,15
754,479,16
754,1027,17
754,220,18
754,548,19
754,284,20
754,42,21
754,181,22
754,947,23
754,144,24
755,788,1
755,665,2
755,764,3
755,1110,4
755,1167,5
755,1190,6
755,638,7
755,868,8
755,1102,9
755,1227,10
755,834,11
755,901,12
755,422,13
755,396,14
755,608,15
755,512,16
755,479,17
755,564,18
755,1027,19
755,220,20
755,285,21
755,546,22
755,46,23
755,182,24
755,948,25
755,144,26
756,788,1
756,1112,2
756,649,3
756,764,4
756,1167,5
756,1193,6
756,832,7
756,641,8
756,868,9
756,901,10
756,1102,11
756,1227,12
756,422,13
756,396,14
756,608,15
756,1043,16
756,526,17
756,330,18
756,479,19
756,512,20
756,564,21
756,1026,22
756,220,23
756,548,24
756,278,25
756,182,26
756,49,27
756,947,28
756,143,29
757,1200,1
757,764,2
757,784,3
757,1111,4
757,1168,5
757,834,6
757,639,7
757,868,8
757,1103,9
757,901,10
757,423,11
757,396,12
757,602,13
757,1053,14
757,330,15
757,478,16
757,512,17
757,562,18
757,1026,19
757,221,20
757,549,21
757,278,22
757,179,23
757,185,24
757,948,25
757,54,26
757,143,27
758,795,1
758,1201,2
758,764,3
758,1110,4
758,834,5
758,1167,6
758,868,7
758,901,8
758,1102,9
758,640,10
758,423,11
758,396,12
758,603,13
758,1058,14
758,497,15
758,512,16
758,330,17
758,478,18
758,562,19
758,1026,20
758,219,21
758,547,22
758,278,23
758,176,24
758,186,25
758,949,26
758,143,27
758,58,28
759,1205,1
759,809,2
759,761,3
759,1110,4
759,1167,5
759,641,6
759,832,7
759,868,8
759,1103,9
759,901,10
759,423,11
759,396,12
759,603,13
759,1062,14
759,330,15
759,478,16
759,513,17
759,562,18
759,1026,19
759,219,20
759,550,21
759,277,22
759,175,23
759,186,24
759,949,25
759,144,26
759,59,27
760,815,1
760,1214,2
760,763,3
760,1110,4
760,640,5
760,1168,6
760,833,7
760,868,8
760,902,9
760,1103,10
760,1227,11
760,422,12
760,396,13
760,602,14
760,616,15
760,1062,16
760,475,17
760,513,18
760,330,19
760,563,20
760,1026,21
760,219,22
760,549,23
760,276,24
760,172,25
760,185,26
760,948,27
760,144,28
760,59,29
761,1215,1
761,763,2
761,1110,3
761,1167,4
761,641,5
761,830,6
761,868,7
761,1102,8
761,902,9
761,1228,10
761,423,11
761,396,12
761,600,13
761,1065,14
761,466,15
761,513,16
761,330,17
761,562,18
761,1026,19
761,220,20
761,550,21
761,278,22
761,172,23
761,185,24
761,949,25
761,143,26
761,59,27
762,764,1
762,1110,2
762,1168,3
762,831,4
762,639,5
762,1103,6
762,868,7
762,901,8
762,422,9
762,397,10
762,693,11
762,593,12
762,1064,13
762,464,14
762,513,15
762,563,16
762,220,17
762,548,18
762,1026,19
762,276,20
762,176,21
762,185,22
762,952,23
762,143,24
762,60,25
763,763,1
763,1110,2
763,640,3
763,1167,4
763,833,5
763,868,6
763,1102,7
763,902,8
763,1227,9
763,423,10
763,397,11
763,592,12
763,1067,13
763,460,14
763,580,15
763,330,16
763,513,17
763,561,18
763,220,19
763,548,20
763,1025,21
763,277,22
763,177,23
763,185,24
763,948,25
763,143,26
763,61,27
764,665,1
764,764,2
764,1110,3
764,1167,4
764,639,5
764,867,6
764,1103,7
764,833,8
764,901,9
764,423,10
764,396,11
764,447,12
764,1066,13
764,587,14
764,467,15
764,330,16
764,514,17
764,559,18
764,220,19
764,547,20
764,1026,21
764,277,22
764,177,23
764,185,24
764,949,25
764,144,26
764,69,27
765,661,1
765,1112,2
765,764,3
765,1167,4
765,641,5
765,848,6
765,832,7
765,1102,8
765,867,9
765,901,10
765,423,11
765,396,12
765,620,13
765,437,14
765,1069,15
765,585,16
765,467,17
765,330,18
765,514,19
765,219,20
765,548,21
765,1026,22
765,278,23
765,172,24
765,185,25
765,951,26
765,143,27
765,74,28
766,1111,1
766,652,2
766,764,3
766,1168,4
766,640,5
766,832,6
766,863,7
766,901,8
766,1102,9
766,425,10
766,396,11
766,588,12
766,1070,13
766,467,14
766,511,15
766,331,16
766,561,17
766,220,18
766,548,19
766,1026,20
766,276,21
766,173,22
766,185,23
766,948,24
766,143,25
766,81,26
767,1111,1
767,764,2
767,645,3
767,877,4
767,1167,5
767,833,6
767,867,7
767,902,8
767,1103,9
767,1225,10
767,632,11
767,419,12
767,396,13
767,588,14
767,1071,15
767,468,16
767,330,17
767,511,18
767,561,19
767,220,20
767,548,21
767,1025,22
767,275,23
767,172,24
767,185,25
767,948,26
767,143,27
767,88,28
768,764,1
768,1110,2
768,890,3
768,1167,4
768,868,5
768,1103,6
768,411,7
768,638,8
768,832,9
768,901,10
768,422,11
768,396,12
768,587,13
768,1071,14
768,469,15
768,511,16
768,535,17
768,562,18
768,220,19
768,549,20
768,1025,21
768,277,22
768,169,23
768,952,24
768,186,25
768,143,26
768,91,27
769,1111,1
769,765,2
769,1167,3
769,639,4
769,867,5
769,1102,6
769,833,7
769,900,8
769,423,9
769,396,10
769,587,11
769,1072,12
769,460,13
769,513,14
769,561,15
769,220,16
769,549,17
769,1025,18
769,277,19
769,168,20
769,186,21
769,948,22
769,143,23
769,99,24
770,1195,1
770,764,2
770,1110,3
