ImageNumber,AreaShape_Center_X,Number_Object_Number
2109,933,26
2109,138,27
2110,779,1
2110,660,2
2110,758,3
2110,892,4
2110,1210,5
2110,1158,6
2110,824,7
2110,1133,8
2110,1092,9
2110,714,10
2110,390,11
2110,425,12
2110,360,13
2110,499,14
2110,221,15
2110,538,16
2110,1016,17
2110,228,18
2110,319,19
2110,13,20
2110,1007,21
2110,166,22
2110,179,23
2110,936,24
2110,44,25
2110,137,26
2111,779,1
2111,760,2
2111,771,3
2111,660,4
2111,892,5
2111,1210,6
2111,1159,7
2111,823,8
2111,1132,9
2111,1093,10
2111,713,11
2111,390,12
2111,423,13
2111,352,14
2111,499,15
2111,221,16
2111,539,17
2111,1017,18
2111,229,19
2111,320,20
2111,13,21
2111,1007,22
2111,166,23
2111,179,24
2111,44,25
2111,937,26
2111,138,27
2112,660,1
2112,778,2
2112,758,3
2112,893,4
2112,861,5
2112,1205,6
2112,823,7
2112,1157,8
2112,1132,9
2112,1092,10
2112,714,11
2112,390,12
2112,423,13
2112,350,14
2112,332,15
2112,500,16
2112,221,17
2112,287,18
2112,539,19
2112,1017,20
2112,230,21
2112,319,22
2112,14,23
2112,1008,24
2112,179,25
2112,166,26
2112,44,27
2112,937,28
2112,138,29
2113,778,1
2113,660,2
2113,758,3
2113,893,4
2113,1206,5
2113,823,6
2113,1159,7
2113,1132,8
2113,1093,9
2113,713,10
2113,390,11
2113,423,12
2113,340,13
2113,499,14
2113,220,15
2113,278,16
2113,539,17
2113,1017,18
2113,230,19
2113,319,20
2113,14,21
2113,1008,22
2113,166,23
2113,179,24
2113,937,25
2113,43,26
2113,138,27
2114,760,1
2114,779,2
2114,659,3
2114,892,4
2114,1206,5
2114,823,6
2114,1160,7
2114,1132,8
2114,1093,9
2114,713,10
2114,390,11
2114,422,12
2114,348,13
2114,336,14
2114,499,15
2114,220,16
2114,285,17
2114,539,18
2114,1017,19
2114,230,20
2114,318,21
2114,14,22
2114,1008,23
2114,166,24
2114,179,25
2114,938,26
2114,44,27
2114,137,28
2115,660,1
2115,779,2
2115,760,3
2115,892,4
2115,1207,5
2115,823,6
2115,1160,7
2115,1132,8
2115,1093,9
2115,1152,10
2115,713,11
2115,390,12
2115,424,13
2115,355,14
2115,288,15
2115,499,16
2115,539,17
2115,1017,18
2115,221,19
2115,231,20
2115,316,21
2115,14,22
2115,1008,23
2115,166,24
2115,179,25
2115,938,26
2115,44,27
2115,137,28
2116,660,1
2116,779,2
2116,758,3
2116,892,4
2116,1207,5
2116,823,6
2116,1093,7
2116,1132,8
2116,1156,9
2116,712,10
2116,390,11
2116,422,12
2116,360,13
2116,569,14
2116,330,15
2116,500,16
2116,221,17
2116,539,18
2116,1017,19
2116,228,20
2116,316,21
2116,14,22
2116,1008,23
2116,179,24
2116,938,25
2116,44,26
2116,137,27
2117,778,1
2117,659,2
2117,758,3
2117,892,4
2117,1207,5
2117,824,6
2117,1159,7
2117,1132,8
2117,1093,9
2117,715,10
2117,390,11
2117,423,12
2117,366,13
2117,499,14
2117,540,15
2117,568,16
2117,1017,17
2117,222,18
2117,230,19
2117,318,20
2117,13,21
2117,1008,22
2117,166,23
2117,179,24
2117,937,25
2117,44,26
2117,137,27
2118,778,1
2118,659,2
2118,758,3
2118,892,4
2118,1207,5
2118,823,6
2118,1158,7
2118,1132,8
2118,1093,9
2118,713,10
2118,390,11
2118,422,12
2118,380,13
2118,499,14
2118,539,15
2118,559,16
2118,1018,17
2118,221,18
2118,231,19
2118,317,20
2118,14,21
2118,1009,22
2118,179,23
2118,938,24
2118,43,25
2118,137,26
2119,779,1
2119,659,2
2119,759,3
2119,892,4
2119,1207,5
2119,824,6
2119,1159,7
2119,1132,8
2119,1093,9
2119,712,10
2119,389,11
2119,423,12
2119,500,13
2119,1018,14
2119,539,15
2119,220,16
2119,231,17
2119,315,18
2119,14,19
2119,1008,20
2119,166,21
2119,179,22
2119,938,23
2119,43,24
2119,136,25
2120,659,1
2120,779,2
2120,758,3
2120,892,4
2120,1208,5
2120,824,6
2120,1159,7
2120,1132,8
2120,1093,9
2120,711,10
2120,390,11
2120,422,12
2120,500,13
2120,538,14
2120,1017,15
2120,221,16
2120,230,17
2120,14,18
2120,313,19
2120,1009,20
2120,166,21
2120,179,22
2120,938,23
2120,44,24
2120,137,25
2121,779,1
2121,760,2
2121,659,3
2121,892,4
2121,1209,5
2121,824,6
2121,1160,7
2121,1132,8
2121,407,9
2121,1093,10
2121,711,11
2121,390,12
2121,422,13
2121,500,14
2121,221,15
2121,539,16
2121,1018,17
2121,232,18
2121,311,19
2121,13,20
2121,1009,21
2121,166,22
2121,179,23
2121,937,24
2121,44,25
2121,138,26
2122,659,1
2122,779,2
2122,758,3
2122,892,4
2122,861,5
2122,823,6
2122,1160,7
2122,1206,8
2122,1214,9
2122,1093,10
2122,1131,11
2122,411,12
2122,711,13
2122,389,14
2122,423,15
2122,500,16
2122,220,17
2122,321,18
2122,538,19
2122,1018,20
2122,231,21
2122,305,22
2122,1009,23
2122,166,24
2122,179,25
2122,44,26
2122,938,27
2122,137,28
2123,779,1
2123,658,2
2123,758,3
2123,892,4
2123,861,5
2123,1209,6
2123,824,7
2123,1157,8
2123,1132,9
2123,711,10
2123,1092,11
2123,390,12
2123,420,13
2123,500,14
2123,527,15
2123,221,16
2123,321,17
2123,539,18
2123,1017,19
2123,232,20
2123,303,21
2123,14,22
2123,1010,23
2123,179,24
2123,937,25
2123,43,26
2123,138,27
2124,779,1
2124,659,2
2124,759,3
2124,892,4
2124,1209,5
2124,824,6
2124,1159,7
2124,1093,8
2124,1132,9
2124,710,10
2124,389,11
2124,423,12
2124,500,13
2124,527,14
2124,539,15
2124,321,16
2124,1017,17
2124,220,18
2124,231,19
2124,302,20
2124,14,21
2124,1010,22
2124,179,23
2124,166,24
2124,938,25
2124,44,26
2124,138,27
2125,779,1
2125,659,2
2125,759,3
2125,892,4
2125,1209,5
2125,823,6
2125,1132,7
2125,1159,8
2125,1092,9
2125,712,10
2125,390,11
2125,423,12
2125,288,13
2125,500,14
2125,517,15
2125,539,16
2125,220,17
2125,321,18
2125,1018,19
2125,230,20
2125,302,21
2125,14,22
2125,1010,23
2125,179,24
2125,167,25
2125,44,26
2125,938,27
2125,138,28
2126,779,1
2126,659,2
2126,759,3
2126,892,4
2126,823,5
2126,1157,6
2126,1210,7
2126,1093,8
2126,1132,9
2126,711,10
2126,390,11
2126,423,12
2126,513,13
2126,321,14
2126,500,15
2126,539,16
2126,1017,17
2126,220,18
2126,231,19
2126,300,20
2126,14,21
2126,1010,22
2126,179,23
2126,43,24
2126,167,25
2126,938,26
2126,138,27
2127,779,1
2127,659,2
2127,758,3
2127,892,4
2127,824,5
2127,1209,6
2127,1093,7
2127,1132,8
2127,1158,9
2127,711,10
2127,389,11
2127,423,12
2127,288,13
2127,500,14
2127,539,15
2127,322,16
2127,1017,17
2127,221,18
2127,231,19
2127,300,20
2127,14,21
2127,179,22
2127,43,23
2127,167,24
2127,937,25
2127,138,26
2128,778,1
2128,659,2
2128,759,3
2128,893,4
2128,1203,5
2128,823,6
2128,861,7
2128,1159,8
2128,1093,9
2128,1132,10
2128,711,11
2128,389,12
2128,422,13
2128,496,14
2128,538,15
2128,221,16
2128,321,17
2128,1017,18
2128,231,19
2128,300,20
2128,14,21
2128,179,22
2128,43,23
2128,938,24
2128,137,25
2129,758,1
2129,779,2
2129,659,3
2129,893,4
2129,1201,5
2129,861,6
2129,824,7
2129,1157,8
2129,1093,9
2129,1132,10
2129,711,11
2129,390,12
2129,424,13
2129,500,14
2129,538,15
2129,287,16
2129,321,17
2129,1017,18
2129,221,19
2129,232,20
2129,300,21
2129,14,22
2129,179,23
2129,166,24
2129,43,25
2129,937,26
2129,138,27
2130,779,1
2130,760,2
2130,659,3
2130,892,4
2130,1203,5
2130,823,6
2130,1093,7
2130,1132,8
2130,1156,9
2130,712,10
2130,390,11
2130,427,12
2130,538,13
2130,500,14
2130,322,15
2130,1018,16
2130,221,17
2130,232,18
2130,299,19
2130,14,20
2130,179,21
2130,165,22
2130,43,23
2130,937,24
2130,137,25
2131,760,1
2131,779,2
2131,659,3
2131,892,4
2131,822,5
2131,1205,6
2131,862,7
2131,1093,8
2131,1156,9
2131,1132,10
2131,710,11
2131,390,12
2131,423,13
2131,441,14
2131,500,15
2131,538,16
2131,221,17
2131,322,18
2131,1017,19
2131,15,20
2131,231,21
2131,300,22
2131,179,23
2131,166,24
2131,43,25
2131,938,26
2131,137,27
2132,778,1
2132,659,2
2132,758,3
2132,892,4
2132,823,5
2132,1156,6
2132,1210,7
2132,1093,8
2132,1133,9
2132,711,10
2132,390,11
2132,422,12
2132,453,13
2132,500,14
2132,539,15
2132,221,16
2132,322,17
2132,1017,18
2132,231,19
2132,300,20
2132,15,21
2132,179,22
2132,43,23
2132,938,24
2132,137,25
2133,778,1
2133,659,2
2133,758,3
2133,892,4
2133,1208,5
2133,823,6
2133,1158,7
2133,1093,8
2133,1133,9
2133,710,10
2133,390,11
2133,421,12
2133,454,13
2133,322,14
2133,500,15
2133,540,16
2133,221,17
2133,1017,18
2133,231,19
2133,299,20
2133,15,21
2133,165,22
2133,179,23
2133,43,24
2133,937,25
2133,138,26
2134,760,1
2134,778,2
2134,659,3
2134,892,4
2134,1209,5
2134,823,6
2134,1159,7
2134,1093,8
2134,1133,9
2134,711,10
2134,389,11
2134,421,12
2134,466,13
2134,500,14
2134,539,15
2134,221,16
2134,322,17
2134,1016,18
2134,232,19
2134,298,20
2134,14,21
2134,165,22
2134,179,23
2134,44,24
2134,933,25
2134,138,26
2135,779,1
2135,659,2
2135,758,3
2135,892,4
2135,823,5
2135,1209,6
2135,1093,7
2135,1158,8
2135,1133,9
2135,712,10
2135,390,11
2135,424,12
2135,480,13
2135,500,14
2135,538,15
2135,322,16
2135,1019,17
2135,221,18
2135,231,19
2135,297,20
2135,14,21
2135,165,22
2135,179,23
2135,933,24
2135,44,25
2135,138,26
2136,779,1
2136,659,2
2136,758,3
2136,893,4
2136,1209,5
2136,823,6
2136,1094,7
2136,1159,8
2136,1134,9
2136,712,10
2136,389,11
2136,422,12
2136,489,13
2136,500,14
2136,538,15
2136,322,16
2136,1019,17
2136,221,18
2136,296,19
2136,15,20
2136,232,21
2136,164,22
2136,179,23
2136,935,24
2136,43,25
2136,139,26
2137,779,1
2137,659,2
2137,759,3
2137,892,4
2137,823,5
2137,1157,6
2137,1209,7
2137,1094,8
2137,1133,9
2137,711,10
2137,390,11
2137,422,12
2137,499,13
2137,538,14
2137,321,15
2137,1021,16
2137,221,17
2137,232,18
2137,297,19
2137,15,20
2137,179,21
2137,165,22
2137,43,23
2137,935,24
2137,139,25
2138,758,1
2138,778,2
2138,659,3
2138,893,4
2138,1207,5
2138,823,6
2138,1159,7
2138,1217,8
2138,1093,9
2138,1133,10
2138,712,11
2138,390,12
2138,423,13
2138,539,14
2138,321,15
2138,501,16
2138,1017,17
2138,221,18
2138,231,19
2138,296,20
2138,15,21
2138,166,22
2138,179,23
2138,935,24
2138,43,25
2138,138,26
2139,779,1
2139,758,2
2139,659,3
2139,893,4
2139,1209,5
2139,823,6
2139,1157,7
2139,1093,8
2139,712,9
2139,1133,10
2139,390,11
2139,422,12
2139,510,13
2139,501,14
2139,539,15
2139,221,16
2139,322,17
2139,1021,18
2139,232,19
2139,295,20
2139,14,21
2139,165,22
2139,179,23
2139,935,24
2139,43,25
2139,138,26
2140,779,1
2140,761,2
2140,659,3
2140,893,4
2140,1209,5
2140,823,6
2140,1158,7
2140,1093,8
2140,710,9
2140,1133,10
2140,390,11
2140,420,12
2140,427,13
2140,500,14
2140,516,15
2140,322,16
2140,538,17
2140,1019,18
2140,221,19
2140,232,20
2140,295,21
2140,14,22
2140,179,23
2140,44,24
2140,934,25
2140,139,26
2141,779,1
2141,660,2
2141,759,3
2141,892,4
2141,1209,5
2141,823,6
2141,1159,7
2141,1093,8
2141,1133,9
2141,710,10
2141,390,11
2141,426,12
2141,1025,13
2141,500,14
2141,524,15
2141,221,16
2141,322,17
2141,538,18
2141,1018,19
2141,295,20
2141,15,21
2141,232,22
2141,166,23
2141,178,24
2141,935,25
2141,44,26
2141,140,27
2142,660,1
2142,778,2
2142,758,3
2142,893,4
2142,862,5
2142,1208,6
2142,823,7
2142,1159,8
2142,1093,9
2142,1133,10
2142,711,11
2142,389,12
2142,426,13
2142,1025,14
2142,500,15
2142,537,16
2142,322,17
2142,1017,18
2142,220,19
2142,295,20
2142,15,21
2142,232,22
2142,166,23
2142,178,24
2142,43,25
2142,934,26
2142,139,27
2143,779,1
2143,660,2
2143,758,3
2143,893,4
2143,1207,5
2143,823,6
2143,1159,7
2143,1217,8
2143,1093,9
2143,1133,10
2143,711,11
2143,389,12
2143,427,13
2143,1027,14
2143,500,15
2143,539,16
2143,322,17
2143,1017,18
2143,221,19
2143,294,20
2143,15,21
2143,232,22
2143,166,23
2143,178,24
2143,43,25
2143,934,26
2143,138,27
2144,779,1
2144,660,2
2144,758,3
2144,892,4
2144,1207,5
2144,822,6
2144,862,7
2144,1158,8
2144,1093,9
2144,1133,10
2144,1218,11
2144,390,12
2144,711,13
2144,423,14
2144,1026,15
2144,500,16
2144,538,17
2144,569,18
2144,221,19
2144,322,20
2144,554,21
2144,1017,22
2144,295,23
2144,16,24
2144,232,25
2144,166,26
2144,178,27
2144,935,28
2144,44,29
2144,140,30
2145,778,1
2145,660,2
2145,758,3
2145,892,4
2145,1207,5
2145,823,6
2145,1159,7
2145,1093,8
2145,1133,9
2145,1219,10
2145,712,11
2145,389,12
2145,423,13
2145,1028,14
2145,559,15
2145,500,16
2145,538,17
2145,322,18
2145,1017,19
2145,221,20
2145,232,21
2145,294,22
2145,14,23
2145,165,24
2145,178,25
2145,44,26
2145,937,27
2145,137,28
2146,778,1
2146,760,2
2146,660,3
2146,893,4
2146,1208,5
2146,823,6
2146,1158,7
2146,1094,8
2146,1133,9
2146,1219,10
2146,711,11
2146,390,12
2146,421,13
2146,1028,14
2146,560,15
2146,500,16
2146,538,17
2146,221,18
2146,322,19
2146,1017,20
2146,233,21
2146,293,22
2146,14,23
2146,166,24
2146,178,25
2146,44,26
2146,937,27
2146,139,28
2147,660,1
2147,778,2
2147,758,3
2147,892,4
2147,862,5
2147,1208,6
2147,823,7
2147,1157,8
2147,1094,9
2147,1133,10
2147,1220,11
2147,710,12
2147,390,13
2147,422,14
2147,1028,15
2147,539,16
2147,564,17
2147,499,18
2147,322,19
2147,1018,20
2147,221,21
2147,233,22
2147,294,23
2147,15,24
2147,178,25
2147,166,26
2147,44,27
2147,937,28
2147,139,29
2148,778,1
2148,660,2
2148,759,3
2148,893,4
2148,1208,5
2148,862,6
2148,824,7
2148,1159,8
2148,1094,9
2148,1133,10
2148,1220,11
2148,710,12
2148,390,13
2148,422,14
2148,1027,15
2148,538,16
2148,500,17
2148,572,18
2148,322,19
2148,1018,20
2148,221,21
2148,233,22
2148,294,23
2148,14,24
2148,178,25
2148,44,26
2148,937,27
2148,138,28
2149,758,1
2149,778,2
2149,659,3
2149,893,4
2149,1207,5
2149,823,6
2149,1093,7
2149,1159,8
2149,1133,9
2149,1221,10
2149,711,11
2149,390,12
2149,423,13
2149,1028,14
2149,577,15
2149,538,16
2149,500,17
2149,222,18
2149,322,19
2149,1017,20
2149,233,21
2149,295,22
2149,14,23
2149,178,24
2149,43,25
2149,937,26
2149,139,27
2150,660,1
2150,778,2
2150,759,3
2150,893,4
2150,1208,5
2150,628,6
2150,824,7
2150,1093,8
2150,1133,9
2150,1158,10
2150,1221,11
2150,711,12
2150,390,13
2150,423,14
2150,583,15
2150,1026,16
2150,539,17
2150,500,18
2150,323,19
2150,1017,20
2150,221,21
2150,233,22
2150,295,23
2150,14,24
2150,178,25
2150,43,26
2150,937,27
2150,139,28
2151,660,1
2151,779,2
2151,759,3
2151,893,4
2151,630,5
2151,862,6
2151,1208,7
2151,824,8
2151,1160,9
2151,1093,10
2151,1133,11
2151,709,12
2151,1224,13
2151,390,14
2151,423,15
2151,586,16
2151,1027,17
2151,539,18
2151,501,19
2151,322,20
2151,1017,21
2151,221,22
2151,234,23
2151,295,24
2151,14,25
2151,178,26
2151,43,27
2151,167,28
2151,937,29
2151,139,30
2152,778,1
2152,660,2
2152,759,3
2152,893,4
2152,862,5
2152,1208,6
2152,824,7
2152,1158,8
2152,1093,9
2152,1133,10
2152,711,11
2152,1225,12
2152,389,13
2152,423,14
2152,595,15
2152,1028,16
2152,539,17
2152,501,18
2152,322,19
2152,1018,20
2152,221,21
2152,233,22
2152,295,23
2152,14,24
2152,178,25
2152,167,26
2152,937,27
2152,44,28
2152,137,29
2153,778,1
2153,660,2
2153,758,3
2153,893,4
2153,1209,5
2153,823,6
2153,1158,7
2153,1093,8
2153,1133,9
2153,710,10
2153,1224,11
2153,390,12
2153,423,13
2153,605,14
2153,1027,15
2153,539,16
2153,323,17
2153,500,18
2153,1018,19
2153,221,20
2153,234,21
2153,295,22
2153,14,23
2153,178,24
2153,43,25
2153,166,26
2153,937,27
2153,137,28
2154,779,1
2154,661,2
2154,758,3
2154,892,4
2154,1209,5
2154,824,6
2154,861,7
2154,1158,8
2154,1093,9
2154,1133,10
2154,711,11
2154,1224,12
2154,390,13
2154,612,14
2154,423,15
2154,1027,16
2154,539,17
2154,323,18
2154,500,19
2154,222,20
2154,1018,21
2154,236,22
2154,294,23
2154,14,24
2154,179,25
2154,43,26
2154,166,27
2154,937,28
2154,139,29
2155,779,1
2155,760,2
2155,661,3
2155,892,4
2155,862,5
2155,1209,6
2155,824,7
2155,1093,8
2155,1133,9
2155,1158,10
2155,616,11
2155,713,12
2155,1224,13
2155,390,14
2155,423,15
2155,1028,16
2155,539,17
2155,323,18
2155,500,19
2155,1017,20
2155,221,21
2155,235,22
2155,296,23
2155,14,24
2155,178,25
2155,44,26
2155,167,27
2155,938,28
2155,142,29
2156,660,1
2156,779,2
2156,759,3
2156,892,4
2156,1208,5
2156,824,6
2156,1159,7
2156,619,8
2156,1093,9
2156,1133,10
2156,711,11
2156,1224,12
2156,390,13
2156,422,14
2156,1029,15
2156,538,16
2156,500,17
2156,323,18
2156,1018,19
2156,221,20
2156,236,21
2156,296,22
2156,14,23
2156,178,24
2156,43,25
2156,937,26
2156,138,27
2157,778,1
2157,660,2
2157,759,3
2157,893,4
2157,1207,5
2157,861,6
2157,627,7
2157,824,8
2157,1159,9
2157,1093,10
2157,1133,11
2157,712,12
2157,1224,13
2157,390,14
2157,423,15
2157,1029,16
2157,539,17
2157,500,18
2157,222,19
2157,322,20
2157,1017,21
2157,236,22
2157,14,23
2157,297,24
2157,178,25
2157,168,26
2157,44,27
2157,937,28
2157,140,29
2158,779,1
2158,660,2
2158,759,3
2158,892,4
2158,1208,5
2158,825,6
2158,629,7
2158,861,8
2158,1093,9
2158,1160,10
2158,1133,11
2158,1222,12
2158,711,13
2158,390,14
2158,422,15
2158,1028,16
2158,538,17
2158,500,18
2158,322,19
2158,1018,20
2158,221,21
2158,237,22
2158,297,23
2158,14,24
2158,179,25
2158,167,26
2158,937,27
2158,44,28
2158,138,29
2159,779,1
2159,660,2
2159,759,3
2159,893,4
2159,1207,5
2159,637,6
2159,824,7
2159,1093,8
2159,1159,9
2159,1133,10
2159,712,11
2159,1224,12
2159,390,13
2159,422,14
2159,1028,15
2159,538,16
2159,500,17
2159,322,18
2159,1017,19
2159,221,20
2159,236,21
2159,296,22
2159,14,23
2159,178,24
2159,44,25
2159,167,26
2159,937,27
2159,140,28
2160,779,1
2160,642,2
2160,660,3
2160,893,4
2160,1208,5
2160,758,6
2160,824,7
2160,861,8
2160,1094,9
2160,1160,10
2160,1132,11
2160,709,12
2160,1224,13
2160,390,14
2160,421,15
2160,1027,16
2160,322,17
2160,500,18
2160,537,19
2160,1018,20
2160,221,21
2160,234,22
2160,296,23
2160,14,24
2160,179,25
2160,44,26
2160,167,27
2160,938,28
2160,139,29
2161,779,1
2161,809,2
2161,652,3
2161,892,4
2161,757,5
2161,861,6
2161,1208,7
2161,825,8
2161,1094,9
2161,1160,10
2161,1133,11
2161,712,12
2161,1224,13
2161,390,14
2161,422,15
2161,1028,16
2161,500,17
2161,538,18
2161,322,19
2161,1018,20
2161,222,21
2161,236,22
2161,296,23
2161,14,24
2161,179,25
2161,44,26
2161,167,27
2161,937,28
2161,138,29
2162,778,1
2162,660,2
2162,758,3
2162,893,4
2162,1208,5
2162,825,6
2162,862,7
2162,1160,8
2162,1094,9
2162,1133,10
2162,711,11
2162,1223,12
2162,389,13
2162,422,14
2162,1029,15
2162,500,16
2162,539,17
2162,222,18
2162,322,19
2162,1017,20
2162,237,21
2162,296,22
2162,15,23
2162,178,24
2162,44,25
2162,937,26
2162,138,27
2163,779,1
2163,660,2
2163,893,3
2163,1208,4
2163,757,5
2163,824,6
2163,861,7
2163,1159,8
2163,1093,9
2163,712,10
2163,1132,11
2163,673,12
2163,1224,13
2163,390,14
2163,422,15
2163,1029,16
2163,500,17
2163,538,18
2163,322,19
2163,1017,20
2163,221,21
2163,236,22
2163,296,23
2163,14,24
2163,167,25
2163,179,26
2163,43,27
2163,937,28
2163,139,29
2164,779,1
2164,659,2
2164,892,3
2164,1207,4
2164,758,5
2164,862,6
2164,824,7
2164,1093,8
2164,1159,9
2164,1132,10
2164,712,11
2164,1223,12
2164,390,13
2164,682,14
2164,422,15
2164,1028,16
2164,539,17
2164,500,18
2164,322,19
2164,1017,20
2164,221,21
2164,234,22
2164,297,23
2164,14,24
2164,179,25
2164,43,26
2164,937,27
2164,138,28
2165,779,1
2165,660,2
2165,759,3
2165,892,4
2165,1207,5
2165,824,6
2165,861,7
2165,1094,8
2165,1159,9
2165,712,10
2165,1132,11
2165,1223,12
2165,390,13
2165,686,14
2165,423,15
2165,1028,16
2165,500,17
2165,538,18
2165,222,19
2165,322,20
2165,1017,21
2165,236,22
2165,298,23
2165,14,24
2165,179,25
2165,167,26
2165,938,27
2165,44,28
2165,138,29
2166,779,1
2166,659,2
2166,760,3
2166,892,4
2166,1208,5
2166,825,6
2166,861,7
2166,1094,8
2166,1160,9
2166,713,10
2166,1132,11
2166,1224,12
2166,390,13
2166,696,14
2166,422,15
2166,1028,16
2166,539,17
2166,500,18
2166,322,19
2166,1017,20
2166,221,21
2166,237,22
2166,296,23
2166,14,24
2166,179,25
2166,167,26
2166,937,27
2166,44,28
2166,138,29
2167,778,1
2167,659,2
2167,759,3
2167,892,4
2167,1208,5
2167,824,6
2167,861,7
2167,1159,8
2167,1094,9
2167,1132,10
2167,702,11
2167,711,12
2167,1223,13
2167,390,14
2167,423,15
2167,1029,16
2167,539,17
2167,500,18
2167,322,19
2167,1017,20
2167,221,21
2167,234,22
2167,14,23
2167,294,24
2167,179,25
2167,169,26
2167,937,27
2167,44,28
2167,139,29
2168,779,1
2168,659,2
2168,759,3
2168,891,4
2168,1208,5
2168,861,6
2168,824,7
2168,1093,8
2168,1160,9
2168,1132,10
2168,703,11
2168,712,12
2168,1224,13
2168,390,14
2168,422,15
2168,1029,16
2168,500,17
2168,537,18
2168,221,19
2168,322,20
2168,1018,21
2168,236,22
2168,295,23
2168,15,24
2168,179,25
2168,44,26
2168,167,27
2168,937,28
2168,139,29
2169,779,1
2169,658,2
2169,759,3
2169,892,4
2169,1207,5
2169,862,6
2169,824,7
2169,1093,8
2169,1160,9
2169,1132,10
2169,710,11
2169,1224,12
2169,390,13
2169,422,14
2169,1029,15
2169,537,16
2169,500,17
2169,322,18
2169,1018,19
2169,222,20
2169,236,21
2169,15,22
2169,295,23
2169,179,24
2169,167,25
2169,938,26
2169,44,27
2169,138,28
2170,778,1
2170,809,2
2170,658,3
2170,759,4
2170,892,5
2170,1206,6
2170,862,7
2170,825,8
2170,1093,9
2170,1160,10
2170,1132,11
2170,711,12
2170,1224,13
2170,390,14
2170,423,15
2170,1028,16
2170,539,17
2170,500,18
2170,322,19
2170,1018,20
2170,221,21
2170,236,22
2170,298,23
2170,14,24
2170,178,25
2170,167,26
2170,937,27
2170,44,28
2170,140,29
2171,779,1
2171,810,2
2171,658,3
2171,760,4
2171,892,5
2171,861,6
2171,1207,7
2171,824,8
2171,1093,9
2171,1160,10
2171,1133,11
2171,712,12
2171,1225,13
2171,390,14
2171,423,15
2171,1027,16
2171,322,17
2171,500,18
2171,539,19
2171,221,20
2171,1017,21
2171,236,22
2171,296,23
2171,14,24
2171,179,25
2171,166,26
2171,937,27
2171,44,28
2171,138,29
2172,778,1
2172,810,2
2172,658,3
2172,759,4
2172,893,5
2172,1207,6
2172,824,7
2172,862,8
2172,1160,9
2172,730,10
2172,1093,11
2172,1133,12
2172,711,13
2172,1224,14
2172,390,15
2172,423,16
2172,1027,17
2172,501,18
2172,538,19
2172,323,20
2172,1017,21
2172,221,22
2172,236,23
2172,295,24
2172,14,25
2172,179,26
2172,167,27
2172,938,28
2172,45,29
2172,140,30
2173,779,1
2173,810,2
2173,658,3
2173,759,4
2173,893,5
2173,1207,6
2173,824,7
2173,861,8
2173,734,9
2173,1093,10
2173,1160,11
2173,710,12
2173,1133,13
2173,1224,14
2173,389,15
2173,422,16
2173,1027,17
2173,500,18
2173,539,19
2173,322,20
2173,1018,21
2173,222,22
2173,236,23
2173,298,24
2173,14,25
2173,179,26
2173,166,27
2173,937,28
2173,45,29
2173,137,30
2174,779,1
2174,810,2
2174,658,3
2174,759,4
2174,892,5
2174,1207,6
2174,861,7
2174,825,8
2174,1094,9
2174,1160,10
2174,712,11
2174,742,12
2174,1133,13
2174,1225,14
2174,390,15
2174,423,16
2174,1028,17
2174,501,18
2174,538,19
2174,323,20
2174,1017,21
2174,221,22
2174,236,23
2174,299,24
2174,14,25
2174,179,26
2174,166,27
2174,938,28
2174,44,29
2174,137,30
2175,779,1
2175,812,2
2175,659,3
2175,759,4
2175,893,5
2175,1207,6
2175,825,7
2175,1160,8
2175,1094,9
2175,1132,10
2175,710,11
2175,1225,12
2175,390,13
2175,423,14
2175,1028,15
2175,500,16
2175,322,17
2175,537,18
2175,1018,19
2175,222,20
2175,236,21
2175,14,22
2175,300,23
2175,178,24
2175,938,25
2175,45,26
2175,138,27
2176,779,1
2176,811,2
2176,660,3
2176,892,4
2176,758,5
2176,1208,6
2176,1160,7
2176,825,8
2176,1093,9
2176,710,10
2176,1132,11
2176,1225,12
2176,390,13
2176,422,14
2176,1028,15
2176,501,16
2176,538,17
2176,322,18
2176,1018,19
2176,221,20
2176,236,21
2176,300,22
2176,14,23
2176,178,24
2176,166,25
2176,938,26
2176,47,27
2176,138,28
2177,778,1
2177,810,2
2177,660,3
2177,759,4
2177,893,5
2177,1209,6
2177,861,7
2177,1159,8
2177,825,9
2177,1094,10
2177,1132,11
2177,710,12
2177,389,13
2177,1227,14
2177,422,15
2177,1029,16
2177,500,17
2177,538,18
2177,322,19
2177,1018,20
2177,221,21
2177,234,22
2177,299,23
2177,14,24
2177,179,25
2177,166,26
2177,938,27
2177,47,28
2177,138,29
2178,776,1
2178,810,2
2178,660,3
2178,759,4
2178,893,5
2178,1209,6
2178,825,7
2178,861,8
2178,1159,9
2178,1094,10
2178,1132,11
2178,710,12
2178,390,13
2178,1228,14
2178,422,15
2178,1029,16
2178,500,17
2178,538,18
2178,322,19
2178,1018,20
2178,222,21
2178,237,22
2178,298,23
2178,179,24
2178,166,25
2178,937,26
2178,47,27
2178,138,28
2179,779,1
2179,811,2
2179,659,3
2179,759,4
2179,892,5
2179,1208,6
2179,861,7
2179,825,8
2179,1159,9
2179,1094,10
2179,1132,11
2179,711,12
2179,389,13
2179,422,14
2179,1029,15
2179,500,16
2179,537,17
2179,322,18
2179,1018,19
2179,222,20
2179,237,21
2179,299,22
2179,14,23
2179,178,24
2179,165,25
2179,937,26
2179,48,27
